>>Filename:written_encyc_art_Arte y arquitectura africanas.txt
>>Mode:written
>>Register:encyclopedia
>>End header
Ghana ^n+prop+++++_propn_+ghana+
y ^con+coor+++++_gensingcon_+y+
otras ^d3fp+ind++++!!+_quant_+otro+
tribus ^nfp+com+++++_plurn_+tribu+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
costa ^nfs+com+++++_singn_+costa+
de ^en++++++_1wrdprep_+de+
Guinea ^n+prop+++++_propn_+guinea+
. ^punc+sent+.++++++
El ^lms+def+++++_defart_+el+
arte ^nms+com+++++_singn_+arte+
africano ^jms+++++!!+_postadj_+africano+
ha ^va+ip+3s++++_indicat_present_perfect_+haber+
estado ^vm+ps+0s+++!!+_mvestar_vexist_+estar+
también ^r++++++_rbother_+también+
sujeto ^jms+++++!!+_postadj_+sujeto+
a ^en++++++_1wrdprep_+a+
influencias ^nfp+com+++++_nodetnp_plurn_derivn_+influencia+
exteriores ^jcp++++++_postadj_+exterior+
. ^punc+sent+.++++++
Por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
arquitectura ^nfs+com+++++_singn_+arquitectura+
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
motivos ^nmp+com++++!!+_plurn_+motivo+
decorativos ^jmp++++++_postadj_+decorativo+
islámicos ^jmp+++++++islámico+
pueden ^vm+ip+3p++++_indicat_present_+poder+
ver ^vm+n0+00++++_vinf_vment_+ver+
se ^p3cn+per++mtz++clt+_3pro_mtzse_clitic_++
en ^en++++++_1wrdprep_+en+
muchas ^d0fp+ind++++!!+_quant_+mucho+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
manifestaciones ^nfp+com+++++_plurn_derivn_+manifestación+
artísticas ^jfp++++++_postadj_+artístico+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
zona ^nfs+com+++++_singn_+zona+
norte ^nms+com++++!!+_nodetnp_singn_+norte+
, ^punc++,++++++
especialmente ^r++++++_rbmente_+especialmente+
en ^en++++++_1wrdprep_+en+
Nigeria ^n+prop+++++_propn_+nigeria+
, ^punc++,++++++
Malí ^n+prop++++??+_propn_+malí+
, ^punc++,++++++
Burkina ^n+prop++++??+_propn_+burkina+
Faso ^n+prop+++++_propn_+faso+
y ^con+coor+++++_gensingcon_+y+
Níger ^vm+++++??+++
. ^punc+sent+.++++++
Motivos ^nmp+com++++!!+_nodetnp_plurn_+motivo+
estampados ^jmp+++++!!+_postadj_+estampado+
similares ^jcp+++++++similar+
a ^en++++++_1wrdprep_+a+
los ^p3mp+per+++++_3pro_+el+
utilizados ^vm+ps+0p++++_preter_+utilizar+
en ^en++++++_1wrdprep_+en+
la ^lfs+def+++++_defart_+la+
India ^n+prop++++!!+_propn_+india+
, ^punc++,++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
encontrado ^vm+ps+0s++++_vment_+encontrar+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
esculturas ^nfp+com+++++_plurn_+escultura+
y ^con+coor+++++_gensingcon_+y+
máscaras ^nfp+com+++++_nodetnp_plurn_+máscara+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
ibibio ^n+++++??+++
y ^con+coor+++++_gensingcon_+y+
efik ^vm+++++??+++
, ^punc++,++++++
a ^en++++++_mltwrdprep_+a+
lo ^en"+++++++él+
largo ^en"+++++++largo+
de ^en"+++++++de+
la ^lfs+def+++++_defart_+la+
costa ^nfs+com+++++_singn_+costa+
sur ^nms+com++++!!+_nodetnp_singn_+sur+
de ^en++++++_1wrdprep_+de+
Nigeria ^n+prop+++++_propn_+nigeria+
. ^punc+sent+.++++++
Algunos ^d3mp+ind++++!!+_quant_+alguno+
artistas ^ncp+com++++!!+_plurn_+artista+
contemporáneos ^jmp+++++!!+_postadj_+contemporáneo+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
adoptado ^vm+ps+0s+++++adoptar+
temas ^nmp+com+++++_nodetnp_plurn_+tema+
cristianos ^jmp+++++!!+_postadj_+cristiano+
para ^en++++++_1wrdprep_+para+
los ^lmp+def+++++_defart_+el+
diseños ^nmp+com+++++_plurn_+diseño+
de ^en++++++_1wrdprep_+de+
puertas ^nfp+com+++++_nodetnp_plurn_+puerta+
, ^punc++,++++++
artesonados ^nmp+com+++++_nodetnp_plurn_+artesonado+
y ^con+coor+++++_gensingcon_+y+
pilas ^nmp+com+++++_nodetnp_plurn_+pila+
bautismales ^jcp++++++_postadj_+bautismal+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
iglesias ^nfp+com+++++_plurn_+iglesia+
y ^con+coor+++++_gensingcon_+y+
catedrales ^ncp+com++++!!+_nodetnp_plurn_+catedral+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
África ^jfs+++++++áfrico+
cristiana ^jfs+++++++cristiano+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
fechas ^nfp+com+++++_nodetnp_plurn_+fecha+
recientes ^jcp++++++_postadj_+reciente+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
artistas ^ncp+com++++!!+_plurn_+artista+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
encontrado ^vm+ps+0s++++_vment_+encontrar+
sus ^d3cp+pos+++++_prepos_+su+
principales ^jcp+++++!!+_preadj_+principal+
fuentes ^nfp+com+++++_plurn_+fuente+
de ^en++++++_1wrdprep_+de+
mecenazgo ^nms+com+++++_nodetnp_singn_+mecenazgo+
en ^en++++++_1wrdprep_+en+
los ^lmp+def+++++_defart_+el+
bancos ^nmp+com+++++_plurn_+banco+
, ^punc++,++++++
establecimientos ^nmp+com+++++_nodetnp_plurn_derivn_+establecimiento+
comerciales ^jcp++++++_postadj_+comercial+
, ^punc++,++++++
oficinas ^nfp+com+++++_nodetnp_plurn_+oficina+
gubernamentales ^jcp++++++_postadj_+gubernamental+
y ^con+coor+++++_gensingcon_+y+
cortes ^nmp+com++++!!+_nodetnp_plurn_+corte+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
nuevos ^jmp++++++_preadj_+nuevo+
países ^nmp+com+++++_plurn_+país+
. ^punc+sent+.++++++
El ^lms+def+++++_defart_+el+
turismo ^nms+com++++!!+_singn_+turismo+
también ^r++++++_rbother_+también+
ha ^va+ip+3s++++_indicat_present_perfect_+haber+
contribuido ^vm+ps+0s+++++contribuir+
a ^vm"+ps+0s+++++a+
favorecer ^vm+n0+00++++_vinf_+favorecer+
la ^lfs+def+++++_defart_+la+
demanda ^nfs+com+++++_singn_+demanda+
de ^en++++++_1wrdprep_+de+
arte ^nms+com+++++_nodetnp_singn_+arte+
africano ^jms+++++!!+_postadj_+africano+
, ^punc++,++++++
especialmente ^r++++++_rbmente_+especialmente+
máscaras ^nfp+com+++++_nodetnp_plurn_+máscara+
decorativas ^n+++++??+_nodetnp_++
y ^con+coor+++++_gensingcon_+y+
esculturas ^nfp+com+++++_nodetnp_plurn_+escultura+
ornamentales ^jcp++++++_postadj_+ornamental+
de ^en++++++_1wrdprep_+de+
ébano ^nms+com+++++_nodetnp_singn_+ébano+
o ^con+coor+++++_gensingcon_+o+
marfil ^nms+com+++++_nodetnp_singn_+marfil+
, ^punc++,++++++
dentro ^en++++++_mltwrdprep_+dentro+
de ^en"+++++++de+
los ^lmp+def+++++_defart_+el+
límites ^nmp+com+++++_plurn_+límite+
oficialmente ^r++++++_rbmente_+oficialmente+
permitidos ^vm+ps+0p++++_preter_vfacil_+permitir+
. ^punc+sent+.++++++
El ^lms+def+++++_defart_+el+
desarrollo ^nms+com++++!!+_singn_+desarrollo+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
escuelas ^nfp+com+++++_plurn_+escuela+
de ^en++++++_1wrdprep_+de+
arte ^nms+com+++++_nodetnp_singn_+arte+
y ^con+coor+++++_gensingcon_+y+
arquitectura ^nfs+com+++++_nodetnp_singn_+arquitectura+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
ciudades ^nfp+com+++++_plurn_derivn_+ciudad+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
África ^jfs+++++++áfrico+
subsahariana ^jfs+++++++subsahariano+
ha ^va+ip+3s++++_indicat_present_perfect_+haber+
alentado ^vm+ps+0s+++!!++alentar+
a ^en++++++_1wrdprep_+a+
los ^lmp+def+++++_defart_+el+
artistas ^ncp+com++++!!+_plurn_+artista+
a ^en++++++_1wrdprep_+a+
trabajar ^vm+n0+00+pstn++++trabajar+
en ^en++++++_1wrdprep_+en+
nuevos ^jmp++++++_preadj_+nuevo+
materiales ^nmp+com++++!!+_nodetnp_plurn_+material+
, ^punc++,++++++
como ^con+sub++++!!+_othsingcon_+como+
el ^lms+def+++++_defart_+el+
cemento ^nms+com+++++_singn_derivn_+cemento+
, ^punc++,++++++
el ^lms+def+++++_defart_+el+
óleo ^nms+com+++++_singn_+óleo+
y ^con+coor+++++_gensingcon_+y+
otras ^d3fp+ind++++!!+_quant_+otro+
pinturas ^nfp+com+++++_plurn_+pintura+
, ^punc++,++++++
tinta ^nfs+com+++++_nodetnp_singn_+tinta+
, ^punc++,++++++
piedra ^nfs+com+++++_nodetnp_singn_+piedra+
, ^punc++,++++++
aluminio ^nms+com+++++_nodetnp_singn_+aluminio+
y ^con+coor+++++_gensingcon_+y+
una ^lfs+ind+++++_indefart_+un+
gran ^jcs++++++_preadj_+gran+
variedad ^nfs+com+++++_singn_derivn_+variedad+
de ^en++++++_1wrdprep_+de+
medios ^nmp+com++++!!+_nodetnp_plurn_+medio+
gráficos ^jmp+++++!!+_postadj_+gráfico+
. ^punc+sent+.++++++
Las ^lfp+def+++++_defart_+la+
imágenes ^nfp+com+++++_plurn_+imagen+
y ^con+coor+++++_gensingcon_+y+
diseños ^nmp+com+++++_nodetnp_plurn_+diseño+
así ^r++++++_rbmannr_+así+
creados ^vm+ps+0p++++_preter_+crear+
reflejan ^vm+ip+3p++++_indicat_present_+reflejar+
una ^lfs+ind+++++_indefart_+un+
vibrante ^jcs++++++_preadj_+vibrante+
fusión ^nfs+com+++++_singn_derivn_+fusión+
entre ^en++++++_1wrdprep_+entre+
la ^lfs+def+++++_defart_+la+
tradición ^nfs+com+++++_singn_derivn_+tradición+
africana ^jfs++++++_postadj_+africano+
y ^con+coor+++++_gensingcon_+y+
el ^lms+def+++++_defart_+el+
Occidente ^n+prop++++!!+_propn_+occidente+
contemporáneo ^jms+++++!!+_postadj_+contemporáneo+
. ^punc+sent+.++++++
Artistas ^ncp+com++++!!+_nodetnp_plurn_+artista+
como ^con+sub++++!!+_othsingcon_+como+
Twins ^n+prop++++??+_propn_+twins+
Seven ^n+prop++++??+_propn_+seven+
Seven ^n+prop++++??+_propn_+seven+
y ^con+coor+++++_gensingcon_+y+
Ashira ^vm+++++??+++
Olatunde ^n+prop++++??+_propn_+olatunde+
, ^punc++,++++++
ambos ^d3mp+ind++++!!+_quant_+ambos+
de ^en++++++_1wrdprep_+de+
Nigeria ^n+prop+++++_propn_+nigeria+
, ^punc++,++++++
o ^con+coor+++++_gensingcon_+o+
Nicholas ^n+prop+++++_propn_+nicholas+
Mukomberanwa ^n+prop++++??+_propn_+mukomberanwa+
, ^punc++,++++++
de ^en++++++_1wrdprep_+de+
Zimbabue ^n+prop++++??+_propn_+zimbabue+
, ^punc++,++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
cuentan ^vm+ip+3p++++_indicat_present_vcommun_+contar+
entre ^en++++++_1wrdprep_+entre+
los ^lmp+def+++++_defart_+el+
más ^r++++++_rbother_+más+
brillantes ^jcp+++++!!+_preadj_+brillante+
seguidores ^nmp+com+++++_nodetnp_plurn_derivn_+seguidor+
de ^en++++++_1wrdprep_+de+
estas ^d3fp+dem++++!!+_predem_+este+
nuevas ^jfp++++++_preadj_+nuevo+
formas ^nfp+com+++++_plurn_+forma+
de ^en++++++_1wrdprep_+de+
creación ^nfs+com+++++_nodetnp_singn_derivn_+creación+
artística ^jfs++++++_postadj_+artístico+
. ^punc+sent+.++++++
